Recipe_ID,Recipe_Name,Yield_Units,Unit_Type,Total_Cost_per_Batch,Cost_per_Unit,Total_Calories_per_Batch,Calories_per_Unit,Target_Price_per_Unit,Suggested_Price_per_Unit,Gross_Margin_%
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A282,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E282/C282,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A282,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G282/C282,0)",,"=ROUND(F282*3,2)","=IFERROR((I282-F282)/I282,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A283,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E283/C283,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A283,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G283/C283,0)",,"=ROUND(F283*3,2)","=IFERROR((I283-F283)/I283,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A284,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E284/C284,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A284,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G284/C284,0)",,"=ROUND(F284*3,2)","=IFERROR((I284-F284)/I284,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A285,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E285/C285,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A285,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G285/C285,0)",,"=ROUND(F285*3,2)","=IFERROR((I285-F285)/I285,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A286,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E286/C286,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A286,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G286/C286,0)",,"=ROUND(F286*3,2)","=IFERROR((I286-F286)/I286,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A287,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E287/C287,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A287,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G287/C287,0)",,"=ROUND(F287*3,2)","=IFERROR((I287-F287)/I287,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A288,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E288/C288,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A288,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G288/C288,0)",,"=ROUND(F288*3,2)","=IFERROR((I288-F288)/I288,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A289,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E289/C289,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A289,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G289/C289,0)",,"=ROUND(F289*3,2)","=IFERROR((I289-F289)/I289,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A290,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E290/C290,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A290,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G290/C290,0)",,"=ROUND(F290*3,2)","=IFERROR((I290-F290)/I290,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A291,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E291/C291,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A291,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G291/C291,0)",,"=ROUND(F291*3,2)","=IFERROR((I291-F291)/I291,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A292,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E292/C292,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A292,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G292/C292,0)",,"=ROUND(F292*3,2)","=IFERROR((I292-F292)/I292,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A293,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E293/C293,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A293,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G293/C293,0)",,"=ROUND(F293*3,2)","=IFERROR((I293-F293)/I293,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A294,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E294/C294,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A294,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G294/C294,0)",,"=ROUND(F294*3,2)","=IFERROR((I294-F294)/I294,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A295,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E295/C295,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A295,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G295/C295,0)",,"=ROUND(F295*3,2)","=IFERROR((I295-F295)/I295,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A296,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E296/C296,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A296,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G296/C296,0)",,"=ROUND(F296*3,2)","=IFERROR((I296-F296)/I296,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A297,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E297/C297,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A297,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G297/C297,0)",,"=ROUND(F297*3,2)","=IFERROR((I297-F297)/I297,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A298,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E298/C298,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A298,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G298/C298,0)",,"=ROUND(F298*3,2)","=IFERROR((I298-F298)/I298,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A299,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E299/C299,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A299,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G299/C299,0)",,"=ROUND(F299*3,2)","=IFERROR((I299-F299)/I299,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A300,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E300/C300,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A300,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G300/C300,0)",,"=ROUND(F300*3,2)","=IFERROR((I300-F300)/I300,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A301,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E301/C301,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A301,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G301/C301,0)",,"=ROUND(F301*3,2)","=IFERROR((I301-F301)/I301,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A302,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E302/C302,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A302,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G302/C302,0)",,"=ROUND(F302*3,2)","=IFERROR((I302-F302)/I302,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A303,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E303/C303,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A303,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G303/C303,0)",,"=ROUND(F303*3,2)","=IFERROR((I303-F303)/I303,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A304,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E304/C304,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A304,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G304/C304,0)",,"=ROUND(F304*3,2)","=IFERROR((I304-F304)/I304,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A305,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E305/C305,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A305,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G305/C305,0)",,"=ROUND(F305*3,2)","=IFERROR((I305-F305)/I305,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A306,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E306/C306,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A306,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G306/C306,0)",,"=ROUND(F306*3,2)","=IFERROR((I306-F306)/I306,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A307,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E307/C307,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A307,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G307/C307,0)",,"=ROUND(F307*3,2)","=IFERROR((I307-F307)/I307,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A308,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E308/C308,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A308,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G308/C308,0)",,"=ROUND(F308*3,2)","=IFERROR((I308-F308)/I308,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A309,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E309/C309,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A309,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G309/C309,0)",,"=ROUND(F309*3,2)","=IFERROR((I309-F309)/I309,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A310,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E310/C310,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A310,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G310/C310,0)",,"=ROUND(F310*3,2)","=IFERROR((I310-F310)/I310,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A311,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E311/C311,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A311,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G311/C311,0)",,"=ROUND(F311*3,2)","=IFERROR((I311-F311)/I311,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A312,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E312/C312,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A312,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G312/C312,0)",,"=ROUND(F312*3,2)","=IFERROR((I312-F312)/I312,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A313,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E313/C313,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A313,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G313/C313,0)",,"=ROUND(F313*3,2)","=IFERROR((I313-F313)/I313,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A314,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E314/C314,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A314,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G314/C314,0)",,"=ROUND(F314*3,2)","=IFERROR((I314-F314)/I314,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A315,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E315/C315,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A315,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G315/C315,0)",,"=ROUND(F315*3,2)","=IFERROR((I315-F315)/I315,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A316,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E316/C316,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A316,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G316/C316,0)",,"=ROUND(F316*3,2)","=IFERROR((I316-F316)/I316,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A317,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E317/C317,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A317,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G317/C317,0)",,"=ROUND(F317*3,2)","=IFERROR((I317-F317)/I317,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A318,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E318/C318,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A318,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G318/C318,0)",,"=ROUND(F318*3,2)","=IFERROR((I318-F318)/I318,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A319,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E319/C319,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A319,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G319/C319,0)",,"=ROUND(F319*3,2)","=IFERROR((I319-F319)/I319,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A320,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E320/C320,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A320,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G320/C320,0)",,"=ROUND(F320*3,2)","=IFERROR((I320-F320)/I320,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A321,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E321/C321,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A321,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G321/C321,0)",,"=ROUND(F321*3,2)","=IFERROR((I321-F321)/I321,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A322,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E322/C322,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A322,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G322/C322,0)",,"=ROUND(F322*3,2)","=IFERROR((I322-F322)/I322,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A323,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E323/C323,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A323,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G323/C323,0)",,"=ROUND(F323*3,2)","=IFERROR((I323-F323)/I323,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A324,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E324/C324,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A324,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G324/C324,0)",,"=ROUND(F324*3,2)","=IFERROR((I324-F324)/I324,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A325,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E325/C325,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A325,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G325/C325,0)",,"=ROUND(F325*3,2)","=IFERROR((I325-F325)/I325,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A326,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E326/C326,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A326,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G326/C326,0)",,"=ROUND(F326*3,2)","=IFERROR((I326-F326)/I326,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A327,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E327/C327,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A327,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G327/C327,0)",,"=ROUND(F327*3,2)","=IFERROR((I327-F327)/I327,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A328,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E328/C328,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A328,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G328/C328,0)",,"=ROUND(F328*3,2)","=IFERROR((I328-F328)/I328,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A329,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E329/C329,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A329,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G329/C329,0)",,"=ROUND(F329*3,2)","=IFERROR((I329-F329)/I329,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A330,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E330/C330,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A330,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G330/C330,0)",,"=ROUND(F330*3,2)","=IFERROR((I330-F330)/I330,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A331,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E331/C331,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A331,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G331/C331,0)",,"=ROUND(F331*3,2)","=IFERROR((I331-F331)/I331,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A332,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E332/C332,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A332,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G332/C332,0)",,"=ROUND(F332*3,2)","=IFERROR((I332-F332)/I332,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A333,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E333/C333,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A333,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G333/C333,0)",,"=ROUND(F333*3,2)","=IFERROR((I333-F333)/I333,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A334,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E334/C334,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A334,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G334/C334,0)",,"=ROUND(F334*3,2)","=IFERROR((I334-F334)/I334,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A335,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E335/C335,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A335,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G335/C335,0)",,"=ROUND(F335*3,2)","=IFERROR((I335-F335)/I335,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A336,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E336/C336,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A336,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G336/C336,0)",,"=ROUND(F336*3,2)","=IFERROR((I336-F336)/I336,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A337,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E337/C337,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A337,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G337/C337,0)",,"=ROUND(F337*3,2)","=IFERROR((I337-F337)/I337,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A338,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E338/C338,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A338,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G338/C338,0)",,"=ROUND(F338*3,2)","=IFERROR((I338-F338)/I338,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A339,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E339/C339,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A339,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G339/C339,0)",,"=ROUND(F339*3,2)","=IFERROR((I339-F339)/I339,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A340,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E340/C340,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A340,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G340/C340,0)",,"=ROUND(F340*3,2)","=IFERROR((I340-F340)/I340,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A341,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E341/C341,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A341,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G341/C341,0)",,"=ROUND(F341*3,2)","=IFERROR((I341-F341)/I341,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A342,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E342/C342,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A342,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G342/C342,0)",,"=ROUND(F342*3,2)","=IFERROR((I342-F342)/I342,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A343,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E343/C343,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A343,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G343/C343,0)",,"=ROUND(F343*3,2)","=IFERROR((I343-F343)/I343,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A344,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E344/C344,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A344,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G344/C344,0)",,"=ROUND(F344*3,2)","=IFERROR((I344-F344)/I344,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A345,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E345/C345,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A345,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G345/C345,0)",,"=ROUND(F345*3,2)","=IFERROR((I345-F345)/I345,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A346,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E346/C346,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A346,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G346/C346,0)",,"=ROUND(F346*3,2)","=IFERROR((I346-F346)/I346,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A347,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E347/C347,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A347,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G347/C347,0)",,"=ROUND(F347*3,2)","=IFERROR((I347-F347)/I347,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A348,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E348/C348,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A348,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G348/C348,0)",,"=ROUND(F348*3,2)","=IFERROR((I348-F348)/I348,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A349,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E349/C349,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A349,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G349/C349,0)",,"=ROUND(F349*3,2)","=IFERROR((I349-F349)/I349,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A350,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E350/C350,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A350,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G350/C350,0)",,"=ROUND(F350*3,2)","=IFERROR((I350-F350)/I350,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A351,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E351/C351,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A351,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G351/C351,0)",,"=ROUND(F351*3,2)","=IFERROR((I351-F351)/I351,0)"
